,,,w,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,,,,,,,,,,,
,,,w,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,,,,,,,,,,,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,,,
,,,w,w;;3,w,w,w,w,w,w,w,,,,,,,w,w,w,w,w,w,w,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,,,,,,,,w,,,
,,,w,z;;1;1;0001;0123456789 0123456789 0123456789 0123456789;1;year,,p;;17;The Adoration of the Shepherds by Guido Reni;5;1,,,,,w,sign;;2,(gallery A),,,,,,,,,,,w,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,note holder,,,,,,,,,,w,,,
,,,w,,,,,,,,,,,,,,,,,,,,"(""how many"" question to get first morse code machine piece)",w,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,,,,,,,,w,,,
,,,w,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,,,,,,,,,,,w,,,sign;;13,ludovisi ares,,z;;1;1;LIVE;ETERNAL VIVIDLY INVITING LVERESO;9,,,,,sign;;12,the thinker,,z;;1;1;WILL;GBPAFWELUI GBPAFWELUI GBPAFWELUI GBPAFWELUI;8,,,,w,,,
,,,w,,,,,,,,w,,,,,,,,,,,,,w,,,bookshelf;;1,,,,,,,,,,,,bookshelf;;3,,,,,,w,,,,,,,,,,,,,,,,,,w,,,
,,,w,w,w,w,w,w,w,w,w,,,,,,,,,,,,,w,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,,,,,,,,w,,,
,,,w,,p;;5;Composition 2 by Piet Mondrian;2;1,,,p;;6;Composition A by Piet Mondrian;2;1,,,w,p;;9;The Birth of Venus by Sandro Botticelli;1;2,,,,,,p;;18;Triptych of Earthly Vanity and Divine Salvation by Hans Memling;1;4,,,,,,d;d_paintings;1;2,,,,,,,,,,,,,,,,,,,,,d;d_sculptures;1;2,,,,,,,,,,,,,,,,,,w,,,
,,,w,z;;1;1;1949;0123456789 0123456789 0123456789 0123456789;5;colors,,,,,,,w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,statue of ra;statue of ra,anubis (scales),,,,,,hermes,,,w,,,
,,,w,,,,,,,,sign;;6,,,,,,,,,,,,,w,,,,,,,,,,mayan calendar (lock for every door);;1 1 (Breath) 303 (3 Drum);7 11 26;1 1 51;5 12 187,,,,,,,,,,,w,,,,,,,,,,,,,,,sign;;17,,,w,,,
,,,w,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,sign;;1,(1. intro letter),,,,,,,,,,,w,,,,,,,,,,,,,,,,,,w,,,
,,,w,,p;;7;Composition III with Blue Yellow and White by Piet Mondrian;2;1,,,p;;8;Composition with Blue by Piet Mondrian;2;1,,,,(gallery E),,,,,,w,w,w,w,w,w,w,,,,,,,,,,(2. sequence of spins + 'five days pass'),,,,,,,,,,,w,,,sign;;14,mephistopheles and margaretta,,z;;1;1;5121;1234567890 1234567890 1234567890 1234567890;10,,,,,sign;;15,venus de milo,,z;;1;1;1|18|13|19;21|1|3|5|10|12|13|14|16|18|19 21|1|3|5|10|12|13|14|16|18|19 21|1|3|5|10|12|13|14|16|18|19 21|1|3|5|10|12|13|14|16|18|19;11,,,,w,,,
,,,w,w,w,w,w,w,w,w,w,,,,,,,,,p;;14;Portrait Of Tsar Alexander I Of Russia by George Dawe;2;1,,,,w,,,bookshelf;;2,,,,,,(difficulty increases),(3. sequence of spins),,,,,bookshelf;;4,,,,,,w,,,,,,,,,,,,,,,,,,w,,,
,,,w,,p;;11;Shepherd Boy Pointing At Tobias And The Angel by Abraham Bloemaert;2;1,,,p;;12;Kosciuszko On Horseback by Wojciech Kossak;2;1,,,w,sign;;4,,,,,,,,,,,,w,,,,,,,,,(mayan symbol on each of these puzzles),(4. _),,,,,,,,,,,w,,,,,,,,,,,,,,,,,,w,,,
,,,w,,,z;;2;1;1247;0123456789 0123456789 0123456789 0123456789;3,,,,,,,,,,,sign;;5,w,z;;1;2;WEST;BKWNLEO PJUNEOA MNEOSCH QWEHWTL;4,,,,p;;15;The Great Wave Off Kanagawa by Katsushika Hokusai;1;3,w,,,,,,,,,,(5. each digit is in each room),,,,,,,,,,,w,w,w,w,w,w,w,w,d;d_artifacts;2;1,,w,w,w,w,w,w,w,w,w,,,
,,,w,,,,,,,,,(gallery C pointing),,,,,,w,,,,,,w,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,,,,,,,,w,,,
,,,w,,,,,,,,w,,,,,,,w,,,,,,w,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,,,,,,,,w,,,
,,,w,,,p;;13;The Vitruvian Man by Da Vinci;2;1,,,,,w,,,,,,,w,,p;;16;The King Penguin by Thomas Waterman Wood;3;1,,,,w,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,,,,,,,,w,,,(..-. .---   -..- --..   .... ..-.   -..- .---)
,,,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,d;d_library;4;1,,,,w,w,w,w,w,w,w,w,w,,,sign;;16,hope diamond,,,,mirror,,,morse code;;XXX_XXX_X__XX_XXXXXXX_XXXXXX____XXXXX_XXXXX___XXXXXXX_XXXX______XXX_XXX_XXX_XXXXX_XXX_____XXX_XXXXXXX___XXXXX_XXX_XXX______________,,morse code;;XXX_XXX_X__XX_XXX_XXXXXXX_XX____XXX_XXXXXX_XXXXXX_XXXXXXX__XXXXXX_XXXXX__XXXX_XXX_X__XXXX_XXXXX_XXXXXX__XXXXX_XXXXXXX______________,,morse code;;X_XXXXXXX_X_XXXXXXXXX_XXXX__XXX_XXXXX_X_XXX___XXX_XXXXX_XX______XXXXX_XXX_X_XXXXX_XX______XXX_X_X_XXX__XX_XXX_XXXXXXX______________,,,w,,,(X_X_XXX_X___X_XXX_XXX_XXX_______XXX_X_X_XXX___XXX_XXX_X_X_______X_X_X_X___X_X_XXX_X_______XXX_X_X_XXX___X_XXX_XXX_XXX______________)
,,,w,,,,,,,,,,d;d_modern;2;1,,,,,,,,,,,w,w,w,w,w,,,,,,,,,,,,,w,w,w,w,w,,,,,,,,sign;;19,,,,,,,,,morse code poster,w,,,(XXX_XXX_X__XX_XXXXXXX_XXXXXX____XXXXX_XXXXX___XXXXXXX_XXXX______XXX_XXX_XXX_XXXXX_XXX_____XXX_XXXXXXX___XXXXX_XXX_XXX______________)
,,,w,,,,,,,,,,,,,,,,,,,,,w,w,w,w,w,,,,,,,,,,,,,w,w,w,w,w,,,,,,,,,,,,,,,,,,w,,,(XXX_XXX_X__XX_XXX_XXXXXXX_XX____XXX_XXXXXX_XXXXXX_XXXXXXX__XXXXXX_XXXXX__XXXX_XXX_X__XXXX_XXXXX_XXXXXX__XXXXX_XXXXXXX______________)
,,,w,,,pacman,,,,,,,,,,,,,,,,,,,,,d;h_modern;1;2,w,,,,,,,,,,,,,d;h_artifacts;1;2,,,,,,,,,,,,,,,,,,,,,,w,,,(X_XXXXXXX_X_XXXXXXXXX_XXXX__XXX_XXXXX_X_XXX___XXX_XXXXX_XX______XXXXX_XXX_X_XXXXX_XX______XXX_X_X_XXX__XX_XXX_XXXXXXX______________)
,,,w,,,,,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,w,w,w,w,w,w,w,,,
,,,w,,,,,,,,,,,,,,,,,,,,,w,w,w,w,w,,,,,counter,counter,counter,counter,,,,,w,w,w,w,w,,,,,,,,,,,,,,sign;;11,chess;;b  r   r;k    p p;p  q np ;Np P    ;   p Q  ;P    PPB; PP    P; K   R  ,,,w,,,
,,,w,,,,,,,,,,,,,,,,,,,,,w,w,w,w,w,,,,counter,counter,,,counter,counter,,,,w,w,w,w,w,,,twelve plus one,,z;;1;1;WEEP;ELNOPSTUVW ELNOPSTUVW ELNOPSTUVW ELNOPSTUVW;12,,,,,,,,,,,,z;;1;1;Nc6+;JKLMNOPQ abcdefgh 12345678 ^_&(+*=%;7,w,,,
,,,w,,,typewriter (alphabet order),,,,,,,,,,,,,,,,,,w,w,w,w,w,,,,counter,,,,,counter,,,,w,w,w,w,w,,,,,,,,,,,,,,,,,,w,,,
,,,w,,,,,,,,,,,,,,,,,,,,,w,w,w,w,w,,,,counter,,,,,counter,,,,w,w,w,w,w,,,,,,,,,,,w,,,,,,,w,,,
,,,w,,,,,,,,,,,,,,,,,,,,,w,w,w,w,w,,,,counter,counter,,,counter,counter,,,,w,w,w,w,w,,,,,,,,,,,w,w,w,d;d_chess;2;1,,w,w,w,,,
,,,w,,,,,,,,,,,,,,,,,,,,,w,w,w,w,w,,,,,counter,counter,counter,counter,,,,,w,w,w,w,w,,,,,,,,,,,w,sign;;7,chess;;  b k n ;pp   n  ;   p  p ;B       ;   p   R;N  P N  ;PP  P  P;    K   ,,,sign;;8,chess;;        ;    N  n; B     k; KQ     ;      r ;        ;        ; R      ,w,,,
,,,w,,,,,,t,w,e,l,v,e,p,l,u,s,o,n,e,,,w,w,w,w,w,,,,,,letter,k;;d_l,,,,,,w,w,w,w,w,,,organ,,,,sign;;18,rosetta stone,,,w,,,,,,,w,,,
,,,w,,,,,,,,,,,,,,,,,,,,,w,w,w,w,w,,,,,,R;;;;;first,,,,,,,w,w,w,w,w,,,,,,,,,,,w,,,,z;;1;1;LKUN;BKWNLEOF PJUNEOAK MNUEOSCH QWENHWTL;6,,,w,,,
,,,w,,,,,,,,,,,,,,,,,,,,,w,w,w,w,w,,,,,,,,,,,,,w,w,w,w,w,,,,,,,,,,,w,,,,,,,w,,,
,,,w,,,,,,,,,,,,,,,,,,,,,w,w,w,w,w,,,,,,,,,,,,,w,w,w,w,w,,,,,,,,,,,w,sign;;9,chess;;KNPKPRNQ;RBRPQRBP;P PRBPRP;PPPQKPQP;PPPBBPKP;PRPRKPRP;PKPPPPBP;RNBQRRNR,,,sign;;10,chess;;        ;        ;        ;        ;       b;K k    b; r      ;       q;auto,w,,,
,,,w,,,,,,,,,,,,,,,,,,,,,w,w,w,w,w,,,,,,,,,,,,,w,w,w,w,w,,,,,,,,,,,w,,,,,,,w,,,
,,,w,,,,,,,,,,,,,,,,,,,,,w,w,w,w,w,,,,,,,,,,,,,w,w,w,w,w,,,,,,,,,,,w,,,,,,,w,,,
,,,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,d;d_entrance;4;1,,,,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,,,
